订单ID,订单日期,产品类别,产品名称,单价,数量,销售额,折扣率,地区,销售渠道,支付方式,客户满意度,配送天数
ORD202400470,2024-12-05,服装鞋帽,运动鞋,331.26,1,265.01,0.2,华北,直播带货,支付宝,4.0,4
ORD202400471,2024-08-27,家居用品,台灯,98.34,3,265.52,0.1,华中,直播带货,支付宝,4.6,4
ORD202400472,2024-08-10,服装鞋帽,羽绒服,540.89,3,1541.54,0.05,西南,直播带货,支付宝,4.2,3
ORD202400473,2024-06-07,服装鞋帽,帽子,63.11,1,63.11,0.0,华东,线上商城,支付宝,4.6,2
ORD202400474,2024-09-05,美妆个护,面膜礼盒,144.02,1,136.82,0.05,华中,线下门店,微信支付,5.0,2
ORD202400475,2024-03-12,家居用品,台灯,96.33,4,366.05,0.05,华北,线上商城,微信支付,4.1,3
ORD202400476,2024-04-30,食品饮料,咖啡豆,67.0,1,63.65,0.05,华北,线上商城,微信支付,5.0,2
ORD202400477,2024-12-15,家居用品,保温杯,72.4,4,260.64,0.1,华北,线上商城,支付宝,3.9,1
ORD202400478,2024-01-28,美妆个护,洗发水,55.55,1,52.77,0.05,华中,直播带货,微信支付,,4
ORD202400479,2024-05-10,家居用品,吸尘器,704.42,3,2113.26,0.0,华中,直播带货,银行卡,3.6,4
ORD202400480,2024-09-08,服装鞋帽,牛仔裤,203.03,1,182.73,0.1,华中,线下门店,银行卡,4.0,3
ORD202400481,2024-06-16,服装鞋帽,羽绒服,560.87,2,1065.65,0.05,华南,直播带货,支付宝,5.0,3
ORD202400482,2024-09-21,美妆个护,洗发水,66.25,2,125.88,0.05,华北,线下门店,支付宝,5.0,3
ORD202400483,2024-07-07,家居用品,记忆枕,170.01,3,510.03,0.0,华东,线上商城,微信支付,4.8,2
ORD202400484,2024-03-27,电子产品,笔记本电脑,5676.29,1,5676.29,0.0,东北,线上商城,微信支付,3.7,5
ORD202400485,2024-09-10,电子产品,蓝牙耳机,235.86,3,672.2,0.05,华东,线上商城,支付宝,4.0,3
ORD202400486,2024-08-02,家居用品,吸尘器,643.97,5,3219.85,0.0,华南,线下门店,支付宝,,3
ORD202400487,2024-12-20,服装鞋帽,运动鞋,361.76,2,578.82,0.2,华东,线上商城,支付宝,5.0,2
ORD202400488,2024-11-02,美妆个护,面膜礼盒,110.71,1,94.1,0.15,华东,线上商城,支付宝,4.2,3
ORD202400489,2024-06-22,食品饮料,咖啡豆,65.77,2,111.81,0.15,华东,线上商城,支付宝,5.0,3
ORD202400490,2024-05-24,食品饮料,红茶礼盒,113.73,2,216.09,0.05,华北,线上商城,支付宝,4.4,2
ORD202400491,2024-11-21,美妆个护,面膜礼盒,117.87,1,111.98,0.05,华东,线上商城,微信支付,5.0,1
ORD202400492,2024-12-29,服装鞋帽,牛仔裤,179.62,3,511.92,0.05,华东,线上商城,银行卡,5.0,2
ORD202400493,2024-10-26,家居用品,空气炸锅,382.97,2,689.35,0.1,华中,线上商城,微信支付,4.3,4
ORD202400494,2024-07-10,服装鞋帽,羽绒服,572.57,1,572.57,0.0,华北,直播带货,微信支付,4.3,3
ORD202400495,2024-11-14,食品饮料,红茶礼盒,124.76,5,499.04,0.2,华东,线下门店,微信支付,5.0,2
ORD202400496,2024-02-17,服装鞋帽,运动鞋,313.49,3,846.42,0.1,华东,线下门店,支付宝,4.6,2
ORD202400497,2024-09-08,食品饮料,红茶礼盒,123.32,2,234.31,0.05,华南,线下门店,微信支付,5.0,1
ORD202400498,2024-08-04,食品饮料,进口零食包,59.79,2,119.58,0.0,华东,线上商城,微信支付,5.0,2
ORD202400499,2024-09-25,电子产品,充电宝,117.74,4,423.86,0.1,华东,线下门店,微信支付,5.0,2
ORD202400500,2024-01-24,服装鞋帽,帽子,53.76,1,51.07,0.05,华北,直播带货,微信支付,4.2,4
ORD202400501,2024-01-24,电子产品,智能手表,1038.6,2,1869.48,0.1,华南,线上商城,货到付款,4.3,3
ORD202400502,2024-12-10,电子产品,笔记本电脑,4961.17,1,4961.17,0.0,华东,线上商城,微信支付,3.4,3
ORD202400503,2024-11-11,家居用品,记忆枕,163.71,1,155.52,0.05,华东,线上商城,支付宝,3.7,4
ORD202400504,2024-08-11,食品饮料,进口零食包,59.88,1,53.89,0.1,华东,线上商城,支付宝,4.1,3
ORD202400505,2024-08-18,服装鞋帽,运动鞋,319.07,3,861.49,0.1,华东,线上商城,微信支付,3.6,1
ORD202400506,2024-10-10,食品饮料,坚果礼盒,87.67,1,78.9,0.1,华东,线上商城,支付宝,4.7,1
ORD202400507,2024-02-29,服装鞋帽,T恤,77.78,1,77.78,0.0,华东,线上商城,支付宝,5.0,2
ORD202400508,2024-12-02,服装鞋帽,T恤,84.28,1,71.64,0.15,西南,直播带货,微信支付,2.6,5
ORD202400509,2024-02-14,美妆个护,洗发水,54.12,1,48.71,0.1,华东,线上商城,货到付款,5.0,2
ORD202400510,2024-07-01,美妆个护,洗发水,65.9,4,263.6,0.0,西南,线上商城,支付宝,4.7,4
ORD202400511,2024-01-24,美妆个护,防晒霜,88.37,1,88.37,0.0,华南,线下门店,微信支付,5.0,2
ORD202400512,2024-02-22,食品饮料,坚果礼盒,88.19,1,88.19,0.0,华中,线下门店,支付宝,5.0,3
ORD202400513,2024-11-27,家居用品,吸尘器,665.17,1,565.39,0.15,西南,线上商城,银行卡,4.4,3
ORD202400514,2024-07-31,家居用品,吸尘器,671.61,2,1208.9,0.1,西南,线上商城,微信支付,3.1,5
ORD202400515,2024-01-16,服装鞋帽,羽绒服,553.95,1,553.95,0.0,华东,线上商城,货到付款,5.0,2
ORD202400516,2024-10-21,电子产品,笔记本电脑,6622.43,1,6291.31,0.05,华南,线上商城,支付宝,3.1,4
ORD202400517,2024-11-25,家居用品,台灯,93.36,2,158.71,0.15,华南,线下门店,微信支付,4.5,3
ORD202400518,2024-03-05,服装鞋帽,帽子,51.43,1,48.86,0.05,华北,直播带货,支付宝,3.8,5
ORD202400519,2024-08-04,食品饮料,坚果礼盒,94.12,3,268.24,0.05,华南,线上商城,支付宝,4.3,3
ORD202400520,2024-04-30,食品饮料,进口零食包,67.3,4,269.2,0.0,华北,线上商城,微信支付,4.3,2
ORD202400521,2024-06-16,服装鞋帽,运动鞋,372.93,1,372.93,0.0,华东,线上商城,微信支付,4.8,3
ORD202400522,2024-12-12,服装鞋帽,帽子,55.97,3,151.12,0.1,华南,直播带货,货到付款,3.2,3
ORD202400523,2024-09-15,电子产品,充电宝,106.66,2,213.32,0.0,华南,线上商城,支付宝,4.6,4
ORD202400524,2024-02-26,电子产品,笔记本电脑,5433.89,1,5433.89,0.0,华北,线下门店,支付宝,5.0,1
ORD202400525,2024-06-05,食品饮料,咖啡豆,67.87,2,135.74,0.0,华东,线上商城,银行卡,5.0,1
ORD202400526,2024-08-31,食品饮料,进口零食包,58.73,1,52.86,0.1,西南,直播带货,支付宝,3.9,4
ORD202400527,2024-07-21,家居用品,空气炸锅,432.22,4,1642.44,0.05,华南,线下门店,微信支付,4.6,2
ORD202400528,2024-10-13,电子产品,笔记本电脑,5872.79,2,11745.58,0.0,西南,线上商城,支付宝,4.0,3
ORD202400529,2024-12-27,食品饮料,进口零食包,64.9,3,155.76,0.2,华东,直播带货,微信支付,4.2,3
ORD202400530,2024-07-14,家居用品,空气炸锅,434.7,1,412.96,0.05,华东,线上商城,支付宝,5.0,2
ORD202400531,2024-01-14,美妆个护,香水,406.13,1,365.52,0.1,华中,线上商城,货到付款,4.5,3
ORD202400532,2024-09-17,美妆个护,电动牙刷,261.01,1,247.96,0.05,华北,线上商城,微信支付,5.0,2
ORD202400533,2024-12-11,电子产品,笔记本电脑,6063.7,1,4850.96,0.2,华北,线上商城,微信支付,5.0,3
ORD202400534,2024-10-02,食品饮料,进口零食包,65.04,1,58.54,0.1,东北,直播带货,微信支付,3.8,5
ORD202400535,2024-12-14,服装鞋帽,T恤,87.12,1,69.7,0.2,华东,线上商城,微信支付,4.9,2
ORD202400536,2024-05-23,食品饮料,咖啡豆,77.49,4,294.46,0.05,华中,线下门店,微信支付,4.0,4
ORD202400537,2024-04-17,服装鞋帽,帽子,52.17,4,208.68,0.0,华南,线上商城,微信支付,3.7,4
ORD202400538,2024-07-20,服装鞋帽,羽绒服,526.03,4,1893.71,0.1,华南,线上商城,微信支付,4.1,3
ORD202400539,2024-01-05,电子产品,智能手表,1243.96,1,1243.96,0.0,西南,直播带货,微信支付,3.8,4
ORD202400540,2024-04-23,家居用品,记忆枕,171.03,1,153.93,0.1,华中,直播带货,支付宝,5.0,4
ORD202400541,2024-09-09,家居用品,吸尘器,785.96,2,1571.92,0.0,华东,线上商城,支付宝,5.0,2
ORD202400542,2024-04-08,食品饮料,坚果礼盒,100.99,2,191.88,0.05,华南,线下门店,支付宝,5.0,2
ORD202400543,2024-07-27,家居用品,台灯,89.1,1,89.1,0.0,华中,线上商城,支付宝,,2
ORD202400544,2024-10-19,食品饮料,咖啡豆,85.76,1,85.76,0.0,华中,线上商城,支付宝,4.4,4
ORD202400545,2024-11-16,食品饮料,红茶礼盒,101.66,1,91.49,0.1,西南,线下门店,微信支付,4.1,4
ORD202400546,2024-08-16,服装鞋帽,羽绒服,594.03,4,2138.51,0.1,华东,线下门店,支付宝,5.0,3
ORD202400547,2024-02-03,电子产品,智能手机,3256.89,1,2931.2,0.1,华北,直播带货,微信支付,3.4,4
ORD202400548,2024-08-07,食品饮料,进口零食包,58.11,2,116.22,0.0,华北,线上商城,支付宝,5.0,3
ORD202400549,2024-10-20,电子产品,笔记本电脑,5375.94,1,4838.35,0.1,华东,线上商城,支付宝,5.0,3
ORD202400550,2024-10-25,食品饮料,咖啡豆,67.07,1,63.72,0.05,华东,线下门店,微信支付,4.8,2
ORD202400551,2024-01-28,服装鞋帽,运动鞋,388.6,2,777.2,0.0,西南,线上商城,微信支付,3.2,3
ORD202400552,2024-06-20,服装鞋帽,牛仔裤,170.75,1,170.75,0.0,华北,线下门店,微信支付,4.5,2
ORD202400553,2024-06-18,食品饮料,橄榄油,89.34,1,89.34,0.0,华北,线上商城,支付宝,4.8,3
ORD202400554,2024-01-23,食品饮料,咖啡豆,68.2,1,64.79,0.05,华南,线上商城,微信支付,4.6,3
ORD202400555,2024-12-12,电子产品,智能手机,3044.85,1,2588.12,0.15,华东,直播带货,微信支付,3.0,5
ORD202400556,2024-02-03,电子产品,蓝牙耳机,283.0,1,254.7,0.1,华南,线上商城,微信支付,4.1,2
ORD202400557,2024-05-30,美妆个护,香水,388.14,2,737.47,0.05,华中,线下门店,货到付款,4.3,3
ORD202400558,2024-02-03,家居用品,记忆枕,161.31,2,306.49,0.05,华北,线上商城,支付宝,5.0,2
ORD202400559,2024-07-24,美妆个护,防晒霜,99.27,1,99.27,0.0,华北,线上商城,支付宝,5.0,2
ORD202400560,2024-02-13,电子产品,智能手机,3003.25,1,3003.25,0.0,华南,线上商城,微信支付,5.0,2
ORD202400561,2024-07-14,电子产品,充电宝,110.42,2,209.8,0.05,华中,线上商城,微信支付,4.5,3
ORD202400562,2024-07-03,电子产品,蓝牙耳机,247.03,2,469.36,0.05,华东,直播带货,微信支付,5.0,2
ORD202400563,2024-10-05,食品饮料,坚果礼盒,95.13,1,90.37,0.05,西南,线上商城,微信支付,4.6,2
ORD202400564,2024-03-17,食品饮料,咖啡豆,68.86,2,123.95,0.1,华东,直播带货,微信支付,5.0,1
ORD202400565,2024-08-07,美妆个护,电动牙刷,209.96,1,209.96,0.0,华北,线上商城,支付宝,4.5,3
ORD202400566,2024-08-02,服装鞋帽,牛仔裤,194.19,2,368.96,0.05,华东,线上商城,微信支付,4.9,2
ORD202400567,2024-11-04,食品饮料,进口零食包,73.27,5,348.03,0.05,东北,线上商城,微信支付,4.4,3
ORD202400568,2024-03-28,电子产品,笔记本电脑,5239.09,3,14145.54,0.1,华东,线上商城,银行卡,5.0,2
ORD202400569,2024-07-07,服装鞋帽,运动鞋,322.33,4,1160.39,0.1,华东,线上商城,微信支付,5.0,2
ORD202400570,2024-04-15,家居用品,记忆枕,134.65,2,255.84,0.05,华南,线上商城,微信支付,4.6,3
ORD202400571,2024-05-06,服装鞋帽,帽子,61.26,1,61.26,0.0,华南,线上商城,银行卡,5.0,2
ORD202400572,2024-03-30,服装鞋帽,运动鞋,380.8,2,685.44,0.1,华北,直播带货,微信支付,4.5,4
ORD202400573,2024-11-17,服装鞋帽,羽绒服,550.89,2,1046.69,0.05,华中,线上商城,微信支付,4.2,4
ORD202400574,2024-07-28,服装鞋帽,T恤,72.06,1,72.06,0.0,华东,直播带货,微信支付,5.0,2
ORD202400575,2024-02-28,美妆个护,洗发水,56.89,2,102.4,0.1,华北,线上商城,微信支付,4.5,2
ORD202400576,2024-01-10,服装鞋帽,运动鞋,319.0,1,287.1,0.1,华东,直播带货,支付宝,5.0,2
ORD202400577,2024-09-29,家居用品,空气炸锅,418.36,3,1255.08,0.0,华北,线上商城,支付宝,4.1,4
ORD202400578,2024-05-02,家居用品,空气炸锅,371.07,5,1762.58,0.05,西南,直播带货,支付宝,4.0,4
ORD202400579,2024-01-23,服装鞋帽,羽绒服,569.24,1,569.24,0.0,华南,线下门店,微信支付,5.0,2
ORD202400580,2024-11-30,家居用品,记忆枕,137.07,1,123.36,0.1,华南,线上商城,支付宝,4.8,3
ORD202400581,2024-10-01,美妆个护,防晒霜,85.64,4,325.43,0.05,西北,直播带货,微信支付,3.1,6
ORD202400582,2024-06-11,食品饮料,橄榄油,85.28,1,68.22,0.2,华北,线上商城,微信支付,,1
ORD202400583,2024-03-04,家居用品,记忆枕,161.58,2,323.16,0.0,华东,线上商城,支付宝,5.0,1
ORD202400584,2024-08-15,美妆个护,香水,373.92,1,373.92,0.0,华北,线下门店,微信支付,5.0,2
ORD202400585,2024-10-03,电子产品,蓝牙耳机,283.51,2,567.02,0.0,华南,线上商城,支付宝,4.6,3
ORD202400586,2024-11-20,食品饮料,咖啡豆,66.58,1,53.26,0.2,西南,线下门店,支付宝,3.8,5
ORD202400587,2024-03-31,服装鞋帽,T恤,73.91,1,73.91,0.0,华东,直播带货,支付宝,4.5,3
ORD202400588,2024-08-09,美妆个护,电动牙刷,196.87,1,196.87,0.0,西南,线下门店,微信支付,4.8,4
ORD202400589,2024-07-11,服装鞋帽,牛仔裤,156.88,1,141.19,0.1,华东,线下门店,支付宝,3.9,3
ORD202400590,2024-07-21,食品饮料,红茶礼盒,106.17,1,106.17,0.0,华北,线上商城,货到付款,5.0,2
ORD202400591,2024-06-27,服装鞋帽,牛仔裤,187.29,1,187.29,0.0,华南,线下门店,微信支付,4.7,3
ORD202400592,2024-12-23,美妆个护,洗发水,55.7,1,52.91,0.05,华东,直播带货,货到付款,4.3,3
ORD202400593,2024-07-22,美妆个护,面膜礼盒,130.72,1,117.65,0.1,华东,线上商城,微信支付,5.0,1
ORD202400594,2024-02-15,电子产品,笔记本电脑,6281.44,1,6281.44,0.0,华东,线上商城,微信支付,4.9,2
ORD202400595,2024-12-22,服装鞋帽,牛仔裤,188.34,2,357.85,0.05,华东,线上商城,支付宝,4.9,1
ORD202400596,2024-04-12,电子产品,蓝牙耳机,284.12,1,255.71,0.1,华北,线下门店,支付宝,4.8,2
ORD202400597,2024-01-16,服装鞋帽,牛仔裤,179.2,2,358.4,0.0,华东,直播带货,支付宝,4.3,1
ORD202400598,2024-11-04,服装鞋帽,T恤,89.24,1,80.32,0.1,华南,线上商城,微信支付,4.7,3
ORD202400599,2024-11-08,电子产品,智能手表,1223.12,3,3669.36,0.0,华北,直播带货,微信支付,4.2,3
ORD202400600,2024-12-24,美妆个护,洗发水,57.63,2,97.97,0.15,华北,直播带货,支付宝,3.9,2
ORD202400601,2024-06-15,美妆个护,洗发水,61.92,1,49.54,0.2,西南,线上商城,货到付款,3.9,4
ORD202400602,2024-07-16,家居用品,吸尘器,797.69,3,2393.07,0.0,华东,直播带货,支付宝,4.4,2
ORD202400603,2024-02-29,服装鞋帽,帽子,50.72,1,50.72,0.0,华东,线下门店,支付宝,4.4,3
ORD202400604,2024-12-06,服装鞋帽,羽绒服,545.81,4,1855.75,0.15,华东,直播带货,银行卡,3.5,4
ORD202400605,2024-07-14,美妆个护,防晒霜,108.29,1,108.29,0.0,华东,线上商城,支付宝,5.0,3
ORD202400606,2024-07-07,电子产品,智能手表,1249.84,2,2499.68,0.0,华东,直播带货,支付宝,5.0,2
ORD202400607,2024-03-05,服装鞋帽,帽子,56.5,1,56.5,0.0,华北,线上商城,支付宝,3.8,4
ORD202400608,2024-03-15,美妆个护,面膜礼盒,133.86,1,133.86,0.0,华东,线下门店,微信支付,4.7,2
ORD202400609,2024-06-19,电子产品,蓝牙耳机,287.15,4,1091.17,0.05,华南,线上商城,银行卡,5.0,3
ORD202400610,2024-03-22,食品饮料,进口零食包,63.87,1,57.48,0.1,西北,直播带货,微信支付,4.0,4
ORD202400611,2024-07-20,电子产品,智能手表,1183.25,2,2366.5,0.0,西南,直播带货,微信支付,4.3,4
ORD202400612,2024-04-21,食品饮料,咖啡豆,80.29,1,80.29,0.0,华南,线下门店,支付宝,3.9,4
ORD202400613,2024-08-30,家居用品,空气炸锅,336.38,1,319.56,0.05,华南,线下门店,微信支付,4.6,3
ORD202400614,2024-03-29,美妆个护,电动牙刷,249.03,5,1245.15,0.0,西南,线下门店,微信支付,5.0,3
ORD202400615,2024-09-07,美妆个护,防晒霜,87.16,2,156.89,0.1,华东,直播带货,微信支付,5.0,3
ORD202400616,2024-02-20,家居用品,台灯,81.49,3,244.47,0.0,华北,直播带货,微信支付,4.5,3
ORD202400617,2024-11-29,电子产品,蓝牙耳机,296.32,4,1126.02,0.05,华中,直播带货,支付宝,4.5,3
ORD202400618,2024-02-14,服装鞋帽,羽绒服,455.2,1,432.44,0.05,华北,线上商城,微信支付,4.5,3
ORD202400619,2024-05-30,美妆个护,电动牙刷,205.15,1,194.89,0.05,华北,线下门店,支付宝,4.9,2
ORD202400620,2024-04-06,电子产品,蓝牙耳机,295.68,2,591.36,0.0,华南,线上商城,微信支付,5.0,2
ORD202400621,2024-08-21,电子产品,智能手表,1158.25,4,4633.0,0.0,华北,线上商城,微信支付,4.1,4
ORD202400622,2024-09-18,服装鞋帽,牛仔裤,197.36,1,177.62,0.1,华北,线下门店,支付宝,5.0,2
ORD202400623,2024-02-15,家居用品,保温杯,70.42,1,70.42,0.0,华东,线上商城,货到付款,5.0,2
ORD202400624,2024-06-05,服装鞋帽,牛仔裤,158.16,1,126.53,0.2,华中,线上商城,微信支付,4.4,3
ORD202400625,2024-12-13,食品饮料,进口零食包,67.02,3,170.9,0.15,华北,线上商城,支付宝,4.8,2
ORD202400626,2024-01-28,食品饮料,红茶礼盒,116.85,1,105.16,0.1,华南,线上商城,货到付款,4.0,3
ORD202400627,2024-04-27,家居用品,空气炸锅,431.01,1,409.46,0.05,西南,直播带货,支付宝,4.3,4
ORD202400628,2024-09-09,食品饮料,坚果礼盒,100.2,1,100.2,0.0,华北,线上商城,货到付款,4.0,3
ORD202400629,2024-01-04,美妆个护,防晒霜,102.12,1,102.12,0.0,华南,线下门店,微信支付,3.7,4
ORD202400630,2024-09-20,家居用品,空气炸锅,371.19,1,352.63,0.05,东北,线上商城,微信支付,2.8,5
ORD202400631,2024-05-15,家居用品,台灯,87.13,4,348.52,0.0,华中,线下门店,银行卡,4.6,3
ORD202400632,2024-06-28,食品饮料,咖啡豆,72.8,1,61.88,0.15,华北,线上商城,微信支付,4.8,3
ORD202400633,2024-04-25,服装鞋帽,T恤,74.24,50,3712.0,0.0,华北,线上商城,货到付款,4.6,2
ORD202400634,2024-12-29,家居用品,吸尘器,701.6,1,596.36,0.15,西南,线下门店,支付宝,4.4,4
ORD202400635,2024-10-08,服装鞋帽,运动鞋,322.14,2,579.85,0.1,华北,线下门店,银行卡,5.0,2
ORD202400636,2024-09-13,电子产品,蓝牙耳机,225.06,3,607.66,0.1,东北,直播带货,微信支付,4.7,4
ORD202400637,2024-09-18,家居用品,保温杯,70.2,3,210.6,0.0,华南,线上商城,微信支付,4.3,3
ORD202400638,2024-10-29,美妆个护,洗发水,55.13,1,55.13,0.0,华东,线上商城,支付宝,4.6,3
ORD202400639,2024-12-24,美妆个护,洗发水,54.99,1,54.99,0.0,华北,直播带货,支付宝,4.8,3
ORD202400640,2024-01-25,家居用品,空气炸锅,328.94,2,657.88,0.0,华东,线上商城,微信支付,5.0,1
ORD202400641,2024-12-08,电子产品,笔记本电脑,6270.61,1,5643.55,0.1,西南,线上商城,微信支付,4.3,3
ORD202400642,2024-02-24,电子产品,笔记本电脑,5139.42,2,10278.84,0.0,华东,线上商城,支付宝,4.3,3
ORD202400643,2024-09-30,美妆个护,面膜礼盒,115.49,1,109.72,0.05,华中,直播带货,银行卡,4.4,3
ORD202400644,2024-08-11,电子产品,充电宝,120.86,4,483.44,0.0,华东,线上商城,货到付款,5.0,2
ORD202400645,2024-07-22,服装鞋帽,帽子,61.11,5,305.55,,华北,线上商城,微信支付,5.0,2
ORD202400646,2024-10-30,美妆个护,防晒霜,93.73,2,178.09,0.05,华东,线上商城,微信支付,4.9,2
ORD202400647,2024-03-16,食品饮料,红茶礼盒,124.1,1,124.1,0.0,华南,线上商城,银行卡,4.5,3
ORD202400648,2024-02-12,食品饮料,进口零食包,61.33,1,58.26,0.05,华东,线上商城,微信支付,4.7,2
ORD202400649,2024-10-02,美妆个护,防晒霜,83.78,2,150.8,0.1,东北,线上商城,微信支付,3.9,4
ORD202400650,2024-11-18,食品饮料,橄榄油,87.88,1,74.7,0.15,华北,线下门店,支付宝,4.6,3
ORD202400651,2024-04-02,美妆个护,面膜礼盒,122.6,3,331.02,0.1,华南,线上商城,支付宝,5.0,2
ORD202400652,2024-03-11,美妆个护,面膜礼盒,134.03,1,134.03,0.0,华东,线上商城,银行卡,4.9,2
ORD202400653,2024-11-03,电子产品,智能手机,3639.31,1,3275.38,0.1,西南,线上商城,支付宝,2.8,4
ORD202400654,2024-05-04,电子产品,智能手表,1142.07,1,1142.07,0.0,华东,线上商城,微信支付,4.8,2
ORD202400655,2024-03-16,家居用品,保温杯,59.65,3,161.06,0.1,华南,直播带货,银行卡,5.0,1
ORD202400656,2024-02-09,服装鞋帽,羽绒服,498.24,4,1992.96,0.0,华中,直播带货,支付宝,4.4,3
ORD202400657,2024-06-03,美妆个护,香水,400.9,1,340.76,0.15,华南,线下门店,微信支付,,3
ORD202400658,2024-12-01,电子产品,蓝牙耳机,251.47,2,427.5,0.15,西南,线上商城,微信支付,4.1,3
ORD202400659,2024-06-29,家居用品,记忆枕,149.16,5,596.64,0.2,西南,线上商城,微信支付,4.2,3
ORD202400660,2024-09-29,服装鞋帽,运动鞋,328.23,2,590.81,0.1,华北,直播带货,微信支付,4.8,3
ORD202400661,2024-07-04,服装鞋帽,运动鞋,382.93,1,363.78,0.05,华北,线下门店,微信支付,5.0,3
ORD202400662,2024-08-03,家居用品,吸尘器,650.07,1,650.07,0.0,华北,线上商城,货到付款,5.0,2
ORD202400663,2024-03-21,电子产品,智能手表,981.62,1,981.62,0.0,华南,直播带货,支付宝,4.9,4
ORD202400664,2024-07-29,美妆个护,电动牙刷,249.42,2,473.9,0.05,华东,线上商城,微信支付,4.8,2
ORD202400665,2024-08-20,服装鞋帽,T恤,88.93,1,88.93,0.0,华北,线上商城,货到付款,4.8,1
ORD202400666,2024-04-22,服装鞋帽,帽子,56.73,1,51.06,0.1,华北,直播带货,微信支付,4.7,3
ORD202400667,2024-02-23,电子产品,笔记本电脑,6285.11,1,6285.11,0.0,华东,线上商城,支付宝,4.5,1
ORD202400668,2024-01-17,家居用品,空气炸锅,434.34,2,781.81,0.1,华东,线上商城,货到付款,4.6,3
ORD202400669,2024-07-19,美妆个护,洗发水,63.65,1,57.28,0.1,华中,线上商城,微信支付,4.4,3
ORD202400670,2024-01-20,家居用品,吸尘器,791.03,1,791.03,0.0,东北,线上商城,支付宝,3.8,4
ORD202400671,2024-11-07,美妆个护,香水,413.38,1,372.04,0.1,华北,线下门店,微信支付,3.4,4
ORD202400672,2024-02-08,食品饮料,进口零食包,68.53,1,68.53,0.0,华东,线下门店,微信支付,4.4,3
ORD202400673,2024-05-31,家居用品,保温杯,66.49,1,66.49,0.0,华东,直播带货,支付宝,5.0,2
ORD202400674,2024-03-04,食品饮料,橄榄油,84.46,3,228.04,0.1,华北,直播带货,微信支付,5.0,2
ORD202400675,2024-07-30,服装鞋帽,T恤,87.94,5,439.7,0.0,华南,直播带货,微信支付,,4
ORD202400676,2024-03-22,服装鞋帽,羽绒服,476.8,3,1430.4,0.0,华北,线上商城,微信支付,4.3,3
ORD202400677,2024-07-22,美妆个护,洗发水,58.23,1,55.32,0.05,西北,线上商城,微信支付,4.2,4
ORD202400678,2024-11-23,家居用品,台灯,77.35,2,131.49,0.15,华东,直播带货,微信支付,4.3,3
ORD202400679,2024-08-04,家居用品,吸尘器,656.31,1,590.68,0.1,华东,线下门店,微信支付,5.0,2
ORD202400680,2024-08-07,家居用品,保温杯,58.46,1,52.61,0.1,华北,线上商城,微信支付,4.4,3
ORD202400681,2024-10-14,美妆个护,防晒霜,86.41,2,172.82,0.0,华东,线下门店,货到付款,4.2,2
ORD202400682,2024-03-16,服装鞋帽,T恤,69.84,5,314.28,0.1,华东,直播带货,货到付款,3.8,4
ORD202400683,2024-01-19,家居用品,吸尘器,732.04,1,732.04,0.0,华南,线上商城,支付宝,5.0,3
ORD202400684,2024-06-03,食品饮料,进口零食包,72.32,1,61.47,0.15,华南,线上商城,微信支付,5.0,2
ORD202400685,2024-03-31,服装鞋帽,T恤,71.34,2,128.41,0.1,华北,线下门店,微信支付,5.0,2
ORD202400686,2024-02-14,食品饮料,坚果礼盒,77.17,1,69.45,0.1,华东,直播带货,微信支付,4.8,2
ORD202400687,2024-08-03,家居用品,记忆枕,152.32,1,137.09,0.1,东北,线上商城,微信支付,5.0,2
ORD202400688,2024-07-10,美妆个护,防晒霜,88.83,3,253.17,0.05,华东,线下门店,银行卡,5.0,2
ORD202400689,2024-07-10,食品饮料,进口零食包,72.34,2,137.45,0.05,华东,线上商城,微信支付,4.8,1
ORD202400690,2024-10-22,服装鞋帽,牛仔裤,205.78,1,195.49,0.05,华北,线上商城,支付宝,4.0,3
ORD202400691,2024-11-17,食品饮料,进口零食包,59.25,1,59.25,0.0,华东,线上商城,微信支付,4.7,2
ORD202400692,2024-07-14,电子产品,蓝牙耳机,297.71,2,565.65,0.05,华东,直播带货,支付宝,5.0,3
ORD202400693,2024-05-13,美妆个护,香水,367.45,1,367.45,0.0,华南,线上商城,支付宝,5.0,2
ORD202400694,2024-02-17,电子产品,智能手表,1236.2,1,1236.2,0.0,华北,线上商城,支付宝,4.5,3
ORD202400695,2024-08-18,食品饮料,咖啡豆,70.47,4,281.88,0.0,华东,线上商城,支付宝,,3
ORD202400696,2024-03-03,家居用品,空气炸锅,384.1,1,384.1,0.0,华东,线上商城,银行卡,5.0,2
ORD202400697,2024-05-20,服装鞋帽,羽绒服,496.37,2,943.1,0.05,华北,直播带货,微信支付,3.3,5
ORD202400698,2024-05-23,食品饮料,坚果礼盒,90.21,2,171.4,0.05,华东,线上商城,微信支付,5.0,1
ORD202400699,2024-02-25,服装鞋帽,牛仔裤,163.78,1,163.78,0.0,华北,线下门店,货到付款,5.0,2
ORD202400700,2024-09-28,家居用品,空气炸锅,336.07,3,907.39,0.1,西南,线上商城,支付宝,4.1,3
ORD202400701,2024-01-06,美妆个护,洗发水,59.38,3,178.14,0.0,华南,线上商城,微信支付,4.5,3
ORD202400702,2024-12-09,电子产品,充电宝,126.56,1,113.9,0.1,华东,线上商城,微信支付,4.5,3
ORD202400703,2024-10-29,服装鞋帽,帽子,47.1,1,47.1,0.0,华中,线上商城,银行卡,5.0,2
